archiveId,title,missingTownship,missingSubject,missingDonation
DAI20,Dallin Aerial Image of Devon Horse Show area,,Cultural,
DAI21,Aerial Image of Devon Horse Show area,,Cultural,
DAI22,Dallin Aerial Image of Devon Horse Show area,,Cultural,
DAI23,Aerial Image of Devon Horse Show area,,Cultural,
DAY07,"Office Construction SW corner of Glenn Road and Lancaster Avenue, Daylesford",,View,
DAY08,"Office Construction SW corner of Glenn Road and Lancaster Avenue, Daylesford",,View,
DAY09,"Office Construction SW corner of Glenn Road and Lancaster Avenue, Daylesford",,View,
DAY1,Glenn Road looking north,,View,
DAY10,"Office Construction SW corner of Glenn Road and Lancaster Avenue, Daylesford",,View,
DAY11,"Office Construction SW corner of Glenn Road and Lancaster Avenue, Daylesford",,View,
DAY12,"Office Construction SW corner of Glenn Road and Lancaster Avenue, Daylesford",,View,
DAY13,"Office Construction SW corner of Glenn Road and Lancaster Avenue, Daylesford",,View,
DAY14,"Office Construction SW corner of Glenn Road and Lancaster Avenue, Daylesford",,View,
DAY15,"Office Construction SW corner of Glenn Road and Lancaster Avenue, Daylesford",,View,
DAY16,"Office Construction SW corner of Glenn Road and Lancaster Avenue, Daylesford",,View,
DAY17,"Office Construction SW corner of Glenn Road and Lancaster Avenue, Daylesford",,View,
DAY18,"Office Construction SW corner of Glenn Road and Lancaster Avenue, Daylesford",,View,
DAY19,"Office Construction SW corner of Glenn Road and Lancaster Avenue, Daylesford",,View,
DAY2,"Glenn Road, Daylesford",,View,
DAY5,Prissey's Hollow,,View,
DBC01,"Darby Creek, Devon",,Place,
DBC02,"Darby Creek, Devon",,Place,
DBC03,"Darby Creek, Devon",,Place,
DBC04,"Darby Creek, Devon",,Place,
DBC05,"Darby Creek, Devon",,Place,
DBC06,"Darby Creek, Devon",,Place,
DBC07,"Darby Creek, Devon",,Place,
DBC09,"Darby Creek, Devon",,Place,
DCF001,Devon Horse Show and Country Fair Cafeteria Committee,,Cultural,
DCF002,Devon Horse Show and Country Fair - food sampling,,Cultural,
DCF003,Devon Horse Show and Country Fair - Mrs Croll retires,,Cultural,
DCF004,Devon Horse Show and Country Fair Poster,,Cultural,
DCF005,Devon Horse Show and Country Fair Garden Booth,,Cultural,
DCF006,Miss Thelma Austin and dog,,,donation:0
DCF007,Country Clothes Shop,,,donation:0
DCF008,Country Fair,,,donation:0
DCF009,Country Fair,,,donation:0
DCF010,Country Fair,,,donation:0
DCF011,Country Fair,,,donation:0
DCF012,Country Fair,,,donation:0
DCF013,Country Fair,,,donation:0
DCF014,Country Fair,,,donation:0
DCF015,Country Fair,,,donation:0
DCF016,Country Fair,,,donation:0
DCF017,Country Fair,,,donation:0
DEI03,"Devon Inn, postmark 1910",,inn,
DEI04,"Devon Inn, postmark 1910",,inn,
DEI05,"Devon Inn looking south, postmark 1910",,inn,
DEI06,"Devon Inn looking south, postmark 1910",,inn,
DEI07,Devon Inn,,inn,
DEI08,Grand Entrance of the Devon Inn,,inn,
DEI09,"Porch Cafe, Devon Inn",,inn,
DEI10,Front of the Devon Inn,,inn,
DEI11,Devon Horse Show carriages,,Cultural,donation:0
DEI12,Devon Horse Show single riders,,Cultural,donation:0
DEI13,Devon Horse Show carriages,,Cultural,donation:0
DEI14,Devon Horse Show grounds with Devon Inn in background,,Cultural,donation:0
DEI15,Devon Horse Show grounds with Devon Inn in background,,Cultural,donation:0
DEI16,Devon Horse Show grounds with Devon Inn in background,,Cultural,donation:0
DEI17,Little Boys on Horses at Devon Horse Show 1898,,Cultural,donation:0
DEI18,Little girl astride horse Devon Horse Show,,Cultural,donation:0
DEI19,Design for Devon Inn Stables 1882,,Cultural,donation:0
DEI31,Devon Inn,,,donation:0
DEI31b,Back of DEI31,,,donation:0
DEI32,Devon Inn,,,donation:0
DEI32b,Back of DEI32,,,donation:0
DEI33,Devon Inn,,,donation:0
DEI33b,Back of DEI33,,,donation:0
DEI34,Devon Manor,,Service,donation:0
DEI34b,Back of DEI34,,Service,donation:0
DEV1,"Waterloo Road, Devon",,Place,
DEV10,"The Woodside Observatory, Devon",,View,
DEV11,View from Devon Inn,,inn,
DEV12,View of Wayne,,View,
DEV13,Devon Boulevard,,Place,
DEV14,Devon Boulevard,,Place,
DEV15,"Lakeside Road, Devon",,Place,
DEV16,"Lakeside Road, Devon",,Place,
DEV17,Lakeside Avenue,,Place,
DEV18,Lakeside Road,,Place,
DEV19,Bridge at Devon Station,,View,
DEV2,"Old Lancaster Road, Devon",,Place,
DEV22,Devon,,View,
DEV22b,Back of DEV22,,View,
DEV24,Aerial view of Devon and Strafford showing building of K-Mart store,,View,
DEV25,"Lancaster Avenue, Devon",,Road,
DEV29,"Greetings from Devon, PA",,View,
DEV3,"Berkeley Avenue, Devon",,Place,
DEV30,A view on Lancaster Pike towards the Wynburne Inn,,Road,
DEV31,Devon Boulevard Snow Trotters,,Devon,
DEV32,Devon Boulevard Snow Trotters,,Devon,
DEV4,"Crow's Nest, Conestoga Road, Devon",,View,
DEV5,"Parting of the ways, Devon",,View,
DEV6,Devon Hill,,View,
DEV7,"Looking east on Lancaster Pike toward Devon. Glassley School on right, June 1888",,Place,
DHS001,Devon Horse Show,,,donation:0
DHS002,Devon Horse Show,,,donation:0
DHS003,Devon Horse Show,,,donation:0
DHS004,Devon Horse Show,,,donation:0
DHS005,Devon Horse Show,,,donation:0
DHS006,Devon Horse Show,,,donation:0
DHS007,Devon Horse Show,,,donation:0
DHS008,Devon Horse Show,,,donation:0
DHS009,Devon Horse Show,,,donation:0
DHS010,Devon Horse Show,,,donation:0
DHS011,Devon Horse Show,,,donation:0
DHS012,Devon Horse Show,,,donation:0
DHS013,Devon Horse Show,,,donation:0
DHS014,Devon Horse Show,,,donation:0
DHS015,Devon Horse Show,,,donation:0
DHS016,Devon Horse Show,,,donation:0
DHS017,Devon Horse Show,,,donation:0
DHS018,Devon Horse Show,,,donation:0
DHS019,Devon Horse Show,,,donation:0
DHS020,Devon Horse Show,,,donation:0
DHS021,Devon Horse Show,,,donation:0
DHS022,Devon Horse Show,,,donation:0
DHS023,Devon Horse Show,,,donation:0
DHS024,Devon Horse Show,,,donation:0
DHS025,Devon Horse Show,,,donation:0
DHS026,Devon Horse Show,,,donation:0
DHS027,Devon Horse Show,,,donation:0
DHS028,Devon Horse Show,,,donation:0
DHS029,Devon Horse Show,,,donation:0
DHS030,Devon Horse Show,,,donation:0
DHS031,Devon Horse Show,,,donation:0
DHS032,Devon Horse Show,,,donation:0
DHS033,Devon Horse Show,,,donation:0
DHS034,Devon Horse Show,,,donation:0
DHS035,Devon Horse Show,,,donation:0
DHS036,Devon Horse Show,,,donation:0
DHS037,Devon Horse Show,,,donation:0
DHS038,Devon Horse Show,,,donation:0
DHS039,Devon Horse Show,,,donation:0
DHS040,Devon Horse Show,,,donation:0
DHS041,Devon Horse Show,,,donation:0
DHS042,Devon Horse Show,,,donation:0
DHS043,Devon Horse Show,,,donation:0
DHS044,Devon Horse Show,,,donation:0
DHS045,Devon Horse Show,,,donation:0
DHS046,Devon Horse Show,,,donation:0
DHS047,Devon Horse Show,,,donation:0
DHS048,Devon Horse Show,,,donation:0
DHS049,Gypsy Rose Lee at the Devon Horse Show,,,donation:0
DHS050,Devon Horse Show,,,donation:0
DHS051,Devon Horse Show,,,donation:0
DHS052,Devon Horse Show,,,donation:0
DHS053,Devon Horse Show,,,donation:0
DHS054,Devon Horse Show,,,donation:0
DHS055,Devon Horse Show,,,donation:0
DHS056,Devon Horse Show,,,donation:0
DHS057,Devon Horse Show,,,donation:0
DHS058,Devon Horse Show,,,donation:0
DHS059,Devon Horse Show,,,donation:0
DHS060,Devon Horse Show,,,donation:0
DHS061,Devon Horse Show,,,donation:0
DHS062,Devon Horse Show,,,donation:0
DHS063,Devon Horse Show,,,donation:0
DHS064,Devon Horse Show,,,donation:0
DHS065,Devon Horse Show,,,donation:0
DHS066,Devon Horse Show,,,donation:0
DHS067,Devon Horse Show,,,donation:0
DHS068,Devon Horse Show,,,donation:0
DHS069,Devon Horse Show,,,donation:0
DHS070,Devon Horse Show,,,donation:0
DHS071,Devon Horse Show,,,donation:0
DHS072,Devon Horse Show,,,donation:0
DHS073,Devon Horse Show,,,donation:0
DHS074,Devon Horse Show,,,donation:0
DHS075,Devon Horse Show,,,donation:0
DHS076,Devon Horse Show,,,donation:0
DHS077,Devon Horse Show,,,donation:0
DHS078,Devon Horse Show,,,donation:0
DHS079,Devon Horse Show,,,donation:0
DHS080,Devon Horse Show,,,donation:0
DHS081,Devon Horse Show,,,donation:0
DHS082,Devon Horse Show,,,donation:0
DHS083,Devon Horse Show,,,donation:0
DHS084,Devon Horse Show,,,donation:0
DHS085,Devon Horse Show,,,donation:0
DHS086,Devon Horse Show,,,donation:0
DHS087,Devon Horse Show,,,donation:0
DHS088,Devon Horse Show,,,donation:0
DHS089,Devon Horse Show,,,donation:0
DHS090,Devon Horse Show,,,donation:0
DHS091,Devon Horse Show,,,donation:0
DHS092,Devon Horse Show,,,donation:0
DHS093,Devon Horse Show,,,donation:0
DHS094,Devon Horse Show,,,donation:0
DHS095,Devon Horse Show,,,donation:0
DHS096,Devon Horse Show,,,donation:0
DHS097,Devon Horse Show,,,donation:0
DHS098,Devon Horse Show,,,donation:0
DHS099,Devon Horse Show,,,donation:0
DHS100,"Smith Family on Boardwalk, Devon Horse Show",,,donation:0
DHS101,Devon Horse Show,,,donation:0
DHS102,Devon Horse Show,,,donation:0
DHS103,Devon Horse Show,,,donation:0
DHS104,Devon Horse Show,,,donation:0
DHS105,Devon Horse Show,,,donation:0
DHS106,Devon Horse Show,,,donation:0
DHS107,Devon Horse Show,,,donation:0
DHS108,Devon Horse Show,,,donation:0
DHS109,Devon Horse Show,,,donation:0
DHS110,Devon Horse Show,,,donation:0
DHS111,Devon Horse Show,,,donation:0
DHS112,Devon Horse Show,,,donation:0
DHS113,Devon Horse Show,,,donation:0
DHS114,Devon Horse Show,,,donation:0
DHS115,Devon Horse Show,,,donation:0
DHS116,Devon Horse Show,,,donation:0
DHS117,Devon Horse Show,,,donation:0
DHS118,Devon Horse Show,,,donation:0
DHS119,Devon Horse Show,,,donation:0
DHS120,Devon Horse Show,,,donation:0
DHS121,Devon Horse Show,,,donation:0
DHS122,Devon Horse Show,,,donation:0
DHS123,Devon Horse Show,,,donation:0
DHS124,Devon Horse Show,,,donation:0
DHS125,Devon Horse Show,,,donation:0
DHS126,Devon Horse Show,,,donation:0
DHS127,Devon Horse Show,,,donation:0
DHS128,Devon Horse Show,,,donation:0
DHS129,Devon Horse Show,,,donation:0
DHS130,Devon Horse Show,,,donation:0
DHS131,Devon Horse Show,,,donation:0
DHS133,Three unknown men at the Devon Horse Show,,Service,
DHS134,Devon Horse Show,,Service,
DHS135,Directors of first Chester County Horse Show at Devon,,Service,
DHS136,Mrs James K. Robinson presents Mapleton Trophy to David O’Dell,,Service,
DHS137,President Calvin Coolidge at the Devon Horse Show,,Service,
DHS138,Devon Horse Show,,Service,
DHS139,Four ladies at the Devon Horse Show,,Service,
DHS140,Devon Horse Show Volunteers,,Service,
DHS141,Mayor Samuel at Devon Horse Show event.,,Service,
DHS143,‘Smiley’ (Mrs James K. Robinson),,Sports,
DHS144,Carol Hoffman jumping ‘Salem’,,Sports,
DHS145,"Crebilly Farm four-in-hand drawn by Hackney Crossbreds, driven by Mrs Robinson",,Sports,
DHS146,Grandstands at Devon Horse Show,,Sports,
DHS147,Unidentified Competitor,,Sports,
DHS148,Covered Wagon Ride,,Sports,
DHS150,Devon Horse Show,,Sports,
DRE01,Dorothy Reed,,person,
DSS001,"Barn #1, Devon Horse Show",,Cultural,donation:0
DSS002,"Barn #1, Devon Horse Show",,Cultural,donation:0
DSS003,"Barn #1, Devon Horse Show",,Cultural,donation:0
DSS004,"Barn #1, Devon Horse Show",,Cultural,donation:0
DSS005,"Barn #1, Devon Horse Show",,Cultural,donation:0
DSS006,"Barn #1, Devon Horse Show",,Cultural,donation:0
DSS007,"Barn #1, Devon Horse Show",,Cultural,donation:0
DSS008,"Barn #1, Devon Horse Show",,Cultural,donation:0
DSS009,"Barn #1, Devon Horse Show",,Cultural,donation:0
DSS010,"Barn #1, Devon Horse Show",,Cultural,donation:0
DSS011,"Barn #1, Devon Horse Show",,Cultural,donation:0
DSS012,"Barn #1, Devon Horse Show",,Cultural,donation:0
DTA001,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA002,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA003,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA004,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA005,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA006,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA007,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA008,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA009,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA010,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA013,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA015,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA017,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA019,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA021,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA022,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA023,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA025,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA026,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA027,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA029,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA030,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA031,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA032,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA033,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA034,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA035,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA036,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA037,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA038,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA039,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA040,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA041,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA042,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA043,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA044,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA045,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA046,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA047,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA048,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA049,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA050,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA051,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA052,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA053,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA054,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA055,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA056,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA057,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA058,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA059,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA060,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA061,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA062,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA063,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA064,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA065,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA066,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA067,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA068,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA069,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA070,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA071,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA072,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA073,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA074,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA075,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA076,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA077,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA078,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA079,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA080,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA081,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA082,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA083,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA084,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA085,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA086,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA087,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA088,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA089,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA090,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA091,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA092,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA093,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA094,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA095,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA096,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA097,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA098,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA099,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA100,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA101,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA102,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA103,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA105,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA106,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA107,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA108,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA109,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA110,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA111,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA112,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA113,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA114,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA115,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA116,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA117,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA118,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA119,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA120,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA121,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA122,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA123,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA124,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA125,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA126,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA127,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA128,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA129,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA130,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA131,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA132,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DTA133,Devon Horse Show and Country Fair (DHSCF),,Cultural,
DUP02,Duportail,,person,
ECH03,Eliza Cathcart House,,Service,
ECH04,Cathcart House,,Service,donation:0
ECH05,Cathcart Home,,Service,
ECH06,Eliza Cathcart home,,Service,
EHC,"Unveiling of Plaque, Stone Chimney Picket Post",,,donation:0
EHC1,Tredyffrin Easttown History Club Members,,person,
EHC10,Tredyffrin Easttown History Club Members,,person,
EHC11,Tredyffrin Easttown History Club Members,,person,
EHC12,Franklin L. Burns & S. Paul Teamer,,person,
EHC13,S. Paul Teamer and unknown boy,,person,
EHC14,Tredyffrin Easttown History Club Members,,person,
EHC15,S. Paul Teamer,,person,
EHC16,"Unveiling of Plaque, Stone Chimney Picket Post",,person,
EHC17,"Unveiling of Plaque, Stone Chimney Picket Post",,person,
EHC18,Tredyffrin Easttown History Club Members,,person; Washington D.C.,
EHC19,Tredyffrin Easttown History Club Members,,person,
EHC2,Tredyffrin Easttown History Club Members,,person,
EHC26,Tredyffrin-Easttown History Club Members,,person; Quarryville,
EHC27,George W. Hensel,,person,
EHC28,George W. Hensel with the Club Quarterly,,person,
EHC29,Tredyffrin Easttown History Club Members,,person,
EHC3,Tredyffrin Easttown History Club Members,,person,
EHC30,S. Paul Teamer and Unknown Person,,person,
EHC31,Unknown Couple,,person,
EHC32,Four Unknown Ladies,,person,
EHC33,Tredyffrin-Easttown History Club Members,,person,
EHC34,Tredyffrin-Easttown History Club Members,,person,
EHC36,History Club visit to Longwood Gardens,,Place,
EHC4,S. Paul Teamer at Sullivan's Bridge Memorial,,person,
EHC5,Tredyffrin Easttown History Club Members,,Place,
EHC6,Tredyffrin Easttown History Club Members,,person,
EHC7,Tredyffrin Easttown History Club Members,,person,
EHC8,Tredyffrin Easttown History Club Members,,person,
EHC9,Tredyffrin Easttown History Club Members,,person,
EHE01,Catharine Earle Schober (nee Mather) and Emlen Hutchinson Shober,,Cultural,donation:0
EHE02,Victor Charles Mayer and Catherine Earle Mayer,,Cultural,donation:0
ELI01,"Reading Room, Lancaster Pike & Waterloo Ave. Berwyn",,Service,
ELI02,Easttown Library and Township Building,,Service,
ELI03,Easttown Library and Township Building,,Service,
ELI04,Easttown Library and Township Building,,Service,
ELI05,Easttown Library and Township Building,,Service,
ELI06,Easttown Library and Township Building,,Service,
ELI07,Easttown Library,,Service,
ELI08,Easttown Library,,Service,
ELI23,Berwyn Hall and Library under demolition,,Service,
EPH09,Edith Parker’s house,,View,
EST01,Hilltop Park dedication,,Service,
EST02,Hilltop Park dedication,,Service,
EST03,Hilltop Park dedication,,Service,
EST04,Hilltop Park dedication,,Service,
ETS06,"Bridge Avenue showing Easttown High School, Berwyn - 1905",,View,
ETS08,"Students of the Easttown High School, Berwyn, PA",,person,
ETS14,Easttown School Certificate,,School certificate,
EW01,Aerial view Northeast of the Battle of the Clouds park in East Whiteland,,View,
EW02,Aerial View of Malvern Retreat Center,,Place,
EW03,Route 202 north,,Road,
EW04,Intersection of routes 202 and 29,,View,
EW05,East Whiteland,,View,
EW06,East Whiteland,,View,
FAB01,"First Avenue, north side",,View,
FAB02,"First Avenue, north side",,View,
FAB03,"First Avenue, Berwyn",,Road,
FFO01,Freedoms Foundation,,Service,
FM1,Threshing Outfit,,"Manor, Lancaster Co.",
FRL14,Aerial Photograph of Berwyn,,Place,
FW05,"Fort Washington, Easter Sunday, April 1915",,Place,
FW1,View from Fort Washington,,View,
GBC1,Ground Breaking Ceremony,,View,
GBC10,Ground Breaking Ceremony,,View,
GBC11,Ground Breaking Ceremony,,View,
GBC12,Ground Breaking Ceremony,,View,
GBC13,Ground Breaking Ceremony,,View,
GBC14,Ground Breaking Ceremony,,View,
GBC2,Ground Breaking Ceremony,,View,
GBC3,Ground Breaking Ceremony,,View,
GBC4,Ground Breaking Ceremony,,View,
GBC5,Ground Breaking Ceremony,,View,
GBC6,Ground Breaking Ceremony,,View,
GBC7,Ground Breaking Ceremony,,View,
GBC8,Ground Breaking Ceremony,,View,
GBC9,Ground Breaking Ceremony,,View,
GFM01,"George Francis Moran, c. 1957",,person,
GFM02,Tom Nelson,,person,
GFM03,Tom Nelson,,person,
GFM04,Alice McCarnes,,person,
GFM05,"William Patrick Ruch, Captain, Pennsylvania State Police",,person,
GFM06,"Lean to, Scout Troop 1, Berwyn",,person,
GFM07,Kay Hanley,,person,
GFM08,Maria Moran,,person,
GFM09,"Dot Neiman, Helen Kugler, Bertha Neiman, Maria Moran, Ocean City NJ",,person,
GFM10,Walt Hanley,,person,
GFM12,"Mrs. Wilson, Tredyffrin Easttown High School Teacher",,person,
GFM13,Kay Hanley,,person,
GFM14,Bertha May Homan Neiman.  Later was a secretary at TE High School.,,person,
GFM15,"Chas. J.Moran, South Leopard Road",,person,
GFM16,"Chas. J. Moran as a student Phila. Textile School, c. 1922",,person,
GFM17,"Jim Noblit and George Moran, TE High School, c. 1927 - 28",,person,
GFM18,"Jack Easches, George Moran, and Jim Noblit",,person,
GFM19,"Ward McClees, George Moran",,person,
GFM20,Warden McClees in front of my model A Ford (1929 plate) - George Moran,,person,
GFM21,Otto Tavener,,person,
GFM22,Otto Tavener,,person,
GFM23,Otto Tavener,,person,
GFM24,"""Chick"" Peoples",,person,
GFM25,"""Chick"" Peoples",,person,
GFM26,"""Chick"" Peoples",,person,
GFM27,"""Chick"" Peoples",,person,
GFM28,Helen Smith.,,person,
GFM29,Anna Moran (George's sister) and Helen Bracken,,person,
GFM30,Helen Bracken,,person,
GFM31,Unknown person,,person,
GFM32,"TE High School Washington Trip, May 1913",,person,
GFM33,TE High School Boys,,person,
GFM34,TE High School Girls,,person,
GFM35,"Mr. Rull(?), TE High School",,person,
GFM36,Stay-at-homes,,person,
GFM37,Some Class!,,person,
GFM38,"Fruit Hill, 1913",,person,
GFM39,TE High School class of 28 at Washington D.C.,,person,
GFM40,"TE High School,Class of 28 at Washington D.C.",,person,
GFM41,"TE High School Washington Trip, Mt. Vernon",,person,
GFM42,TE High School class of 28 Washington trip,,person,
GFM43,Bridal Gowns of the 19th Century,,person,
GHF34,Glenhardie Farms (John R. K. Scott estate),,Bridge,
GHF40,Glenhardie Farms (John R. K. Scott estate),,Bridge,
GHF52,"Entrance to Glenhardie Farms, next to Turnpike",,View,
GHF53,Glenhardie Farms plan,,View,
GHF60,"Road Alignments, Glenhardie Farms",,Road,
GJI2,Espenshade's Wayside Inn,,inn,
GJI3,General Jackson Inn,,inn,
GJI4,"Wind Mill Tea Room (General Jackson Inn), looking nothwest, Paoli",,inn,
GJI5,"The General Jackson Inn near Mile Post 18, Paoli, 1888",,inn,
GPI02,General Paoli Inn,,inn,
GPI03,Paoli Inn looking NE - 1888,,inn,
GPI04,"Paoli (Inn) from the west, 1888",,inn,
GPI05,Paoli Inn after fire,,inn,
GPI06,Paoli Inn after fire,,inn,
GPI07,Paoli Inn after fire,,inn,
GRB05,Henry O. Garber,,person,
GRB06,Henry Garber hunting,,person,
GRB09,Henry O. Garber,,person,
GRB11,Henry O. Garber group,,person,
GRB12,Henry O. Garber,,person,
GRB13,Henry O. Garber,,person,
GRB14,Henry O. Garber,,person,
GRB15,Henry O. Garber,,person,
GRB16,Henry O. & Mary Patton Garber,,person,
GRB17,Henry O. Garber,,person,
GRB18,"Hunting group at Camp Lamoka, Monroetown",,person,
GRB19,Henry Garber hunting,,person,
